area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,D Group Employees Layout,5,,600,4,3,76
Super built-up  Area,22-May,Jakkur,3,,1819.18,3,2,168
Plot  Area,Ready To Move,Kanakapura,3,,1500,3,3,125
Super built-up  Area,Ready To Move,Yelenahalli,3,,1500,2,2,57
Super built-up  Area,Ready To Move,Benson Town,3,Gopus O,2850,4,3,470
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,Elleyt ,1751,3,3,72
Super built-up  Area,18-Jan,Vasanth nagar,4,Prian E,4750,6,1,1102
Super built-up  Area,18-Jun,Bommasandra,2,SSestth,1020,2,1,40.89
Super built-up  Area,Ready To Move,Thanisandra,2,SaSkyBl,1148,2,1,43.5
Super built-up  Area,18-Aug,Talaghattapura,3,Sodgere,1856,3,2,135
Plot  Area,Ready To Move,Basavangudi,6,,1754,6,2,650
Plot  Area,Ready To Move,2nd Block Hrbr Layout,3,,4273,3,,1100
Super built-up  Area,Ready To Move,B Narayanapura,2,,1060,2,1,49.27
Built-up  Area,Ready To Move,Haralur Road,2,,1300,2,2,60
Built-up  Area,Ready To Move,Hormavu,4,,3000,4,0,100
Super built-up  Area,Ready To Move,Bellandur,2,GoncyRe,1325,2,2,65
Super built-up  Area,Ready To Move,Sai Gardens,2,Alivae ,1261,2,2,61
Super built-up  Area,Ready To Move,Manayata Tech Park,2,,1100,2,2,46
Built-up  Area,Ready To Move,Ramamurthy Nagar,2,,700,2,1,33
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Eladero,1675,2,2,135
Plot  Area,Ready To Move,Ullal Road,4,,3400,4,2,190
Super built-up  Area,18-Aug,Kodihalli,4,Soianal,3260,5,3,388
Super built-up  Area,Ready To Move,Doddakammanahalli,2,,1180,2,2,56
Built-up  Area,Ready To Move,Uttarahalli,2,Sencys ,1160,2,2,45
Super built-up  Area,Ready To Move,Kasavanhalli,4,,1863,3,2,105
Super built-up  Area,Ready To Move,Sahakara Nagar,3,HoAcela,1914,3,2,149
Super built-up  Area,Ready To Move,BTM Layout,3,C ensnd,1458,3,2,79
Plot  Area,Ready To Move,Thirumenahalli,5,,1200,4,2,115
Built-up  Area,Ready To Move,Babusapalaya,2,,1105,2,1,40
Super built-up  Area,Ready To Move,Hulimavu,3,Vapasrk,3035,5,3,220
Plot  Area,Ready To Move,Bannerghatta Road,6,,1200,6,3,160
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1662,3,,90
Super built-up  Area,Ready To Move,Yelahanka,3,PuziaVe,1556,3,2,86
Super built-up  Area,Ready To Move,Jigani,2,DLhtsan,918,2,2,50
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Mades G,1455,2,1,98
Super built-up  Area,Ready To Move,Jakkasandra Extension,2,,1205,2,1,70
Super built-up  Area,Ready To Move,BEML Layout,2,,1194,2,1,65
Plot  Area,Ready To Move,Laggere,2,,1200,2,0,75
Built-up  Area,Ready To Move,Bannerghatta Road,3,Pyvenas,1100,2,2,52
Super built-up  Area,Ready To Move,Sarjapur  Road,3,S2kaaan,1405,3,2,48.87
Super built-up  Area,Ready To Move,Subramanyapura,2,Prldsri,929,2,1,56
Built-up  Area,Ready To Move,Frazer Town,4,Asuilnc,3436,5,,341
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,,1035,2,1,39.33
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4,,2100,4,3,92
Super built-up  Area,17-Jul,Channasandra,2,Unm 2El,1065,2,1,40.47
Super built-up  Area,22-Dec,Bannerghatta Road,3,PrarePa,1365 - 1700,3,0,84.29
Plot  Area,Ready To Move,Kengeri,6,,1500,6,3,150
Plot  Area,Ready To Move,Hullahalli,5,,1200,5,2,99
Super built-up  Area,18-Apr,Hormavu,2,,1093,2,1,32.78
Built-up  Area,Ready To Move,Anandapura,2,LoLeoen,1250,2,2,45
Super built-up  Area,Ready To Move,Marathahalli,3,Asintas,1680,3,3,105
Super built-up  Area,Ready To Move,Nagarbhavi,2,Shentpa,1146,2,1,50
Super built-up  Area,18-Apr,Jagajyothi layout,2,,1250,2,3,58
Super built-up  Area,17-Oct,Ramagondanahalli,3,ViistLa,1451,3,1,60.44
Super built-up  Area,Ready To Move,Nobo Nagar,3,Elacet ,1424,2,3,55
Super built-up  Area,Ready To Move,Gottigere,3,Krryll ,1435,2,3,62
Super built-up  Area,18-Apr,Devanahalli,1,Sabixtt,658,1,0,26.91
Super built-up  Area,18-Jan,Bommanahalli,3,,1300,3,2,45
Super built-up  Area,Ready To Move,Whitefield,2,FoityIn,1242,2,2,65
Super built-up  Area,Ready To Move,Marathahalli,3,,1910,3,3,119
Super built-up  Area,Ready To Move,Yelahanka,3,PrrloMo,1610,4,2,85
Super built-up  Area,Ready To Move,Hulimavu,2,Reiteee,1127,2,1,65
Super built-up  Area,Ready To Move,Yelahanka,3,,1075,2,1,42
Super built-up  Area,Ready To Move,Mysore Road,2,,1155,2,1,51
Plot  Area,Ready To Move,Lakkasandra Extension,5,,1280,3,1,250
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3,ThntsAp,1250,3,1,55
Plot  Area,18-Mar,Kuvempu Layout,3,LGeete ,2200,4,2,160
Built-up  Area,Ready To Move,Billekahalli,3,,2400,3,1,150
Super built-up  Area,Ready To Move,Chandapura,2,PavesGr,876,2,2,29.5
Super built-up  Area,Ready To Move,Nagarbhavi,3,,1850,2,2,89
Super built-up  Area,18-Apr,Kadugodi,2,Alestrb,1314,2,3,83
Super built-up  Area,20-Aug,Rachenahalli,1,AsNowre,690,1,1,39.8
Built-up  Area,Ready To Move,Electronic City Phase II,4,Shrds O,3500 - 3600,,,167.5
Built-up  Area,Ready To Move,Srirampura,2,HooudSi,1230,2,3,55
Super built-up  Area,18-May,Bommasandra,2,SSestth,920,2,1,37.2
Built-up  Area,Ready To Move,Sarjapur  Road,3,Adeatlm,1850,3,3,140
Super built-up  Area,Ready To Move,Electronic City,2,Goty  E,1073,2,2,60
Super built-up  Area,Ready To Move,Maithri Layout,3,Lalipa ,1540,3,3,76
Super built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1550,3,3,63.5
Super built-up  Area,Ready To Move,Kalyan nagar,2,Satle C,1198,2,1,65
Super built-up  Area,Ready To Move,HBR Layout,3,HMtesle,1656,3,2,90
Super built-up  Area,Ready To Move,Kaveri Nagar,3,Roiti A,1900,3,3,155
Built-up  Area,Ready To Move,Ramagondanahalli,3,DNeremo,1910,3,2,142
Super built-up  Area,Ready To Move,Mysore Road,2,,1003,2,1,43
Built-up  Area,Ready To Move,Chickpet,2,,122Sq. Yards,2,0,48
Super built-up  Area,Ready To Move,Whitefield,3,Sonviik,1495,2,,67
Super built-up  Area,19-Dec,Thanisandra,3,DSity S,2172,3,2,76.02
Plot  Area,Ready To Move,Sarakki Nagar,4,,2400,4,2,358
Plot  Area,Ready To Move,T G extension,2,,1200,1,2,95
Super built-up  Area,Ready To Move,Whitefield,3,DSe 2ie,1548,3,1,65
Plot  Area,18-Mar,2nd Block Koramangala,7,,5400,5,,972
Super built-up  Area,18-Dec,Whitefield,4,Prtates,2830 - 2882,5,0,154.5
Super built-up  Area,18-Jul,Hosur Road,3,PuendWe,1689,3,1,103
Super built-up  Area,Ready To Move,Electronic City Phase II,2,,1031,2,1,53
Super built-up  Area,18-Jul,Bhoganhalli,4,Rosha I,2119,4,2,111
Plot  Area,18-Dec,Whitefield,2,,1200,2,2,46.13
Super built-up  Area,Ready To Move,JCR Layout,2,,1060,2,2,37
Super built-up  Area,Ready To Move,Devi Nagar,2,RMerslu,1100,2,1,61
Plot  Area,Ready To Move,GKW Layout,4,,1350,4,2,225
Plot  Area,Ready To Move,Gandhi Nagar,5,,1050,4,1,80
Super built-up  Area,Ready To Move,Hennur Road,3,Mileeou,1250,2,1,77.88
Super built-up  Area,18-May,8th Block Jayanagar,2,,1100,2,2,110
Plot  Area,18-Aug,Whitefield,2,,1200,2,1,46.13
Super built-up  Area,Ready To Move,Seegehalli,3,,1420,2,2,46
Super built-up  Area,18-Apr,Electronic City,3,GMown E,1500,2,1,78
Built-up  Area,Ready To Move,OLd Gurappanapalya,3,SoliaMa,1942,3,1,155
Super built-up  Area,18-Dec,Haralur Road,3,NDiteio,1985,3,2,130
Super built-up  Area,18-Apr,Sarjapur  Road,1,Kiare S,950,1,0,39.9
Plot  Area,Ready To Move,AMS Layout,3,,1200,4,2,80
Super built-up  Area,Ready To Move,Green Glen Layout,3,Solia D,1752,3,2,105
Plot  Area,Ready To Move,Abbigere,4,,1200,3,2,120
Plot  Area,Ready To Move,Mahalakshmi Layout,5,,1200,5,1,200
Super built-up  Area,Ready To Move,Old Madras Road,3,Brglede,1480,2,2,84
Plot  Area,Ready To Move,Jnana Ganga Nagar,3,,600,4,1,81
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Saitya ,1826,3,2,130
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,,1035,2,1,39.33
Built-up  Area,Ready To Move,Sarjapur  Road,4,Saacesa,2600,4,,98
Built-up  Area,Ready To Move,Kasavanhalli,3,,1667,3,2,92
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,934,2,2,55
Built-up  Area,Ready To Move,JP Nagar,3,,84.53Sq. Meter,3,1,69.34
Super built-up  Area,Ready To Move,Mahadevpura,3,Neisei ,1620,2,1,76
Super built-up  Area,17-Jun,Electronic City,2,GMown E,1070,2,1,47
Built-up  Area,Ready To Move,Hosur Road,5,,3600,5,3,180
Super built-up  Area,18-Apr,Uttarahalli,3,,1280,2,2,60
Super built-up  Area,Ready To Move,rr nagar,2,,1400,2,2,60
Plot  Area,Ready To Move,Vishveshwarya Layout,7,,1200,8,,180
Built-up  Area,Ready To Move,"Varthur Road, ",2,,1330,2,1,64
Super built-up  Area,19-Dec,Balagere,2,Soresea,1012,2,1,54.59
Super built-up  Area,19-Dec,Electronic City Phase II,3,DSineSt,1611,2,2,48.33
Super built-up  Area,Ready To Move,Whitefield,3,Gamesti,1405,3,2,58
Super built-up  Area,Ready To Move,VGP Layout,3,Vaurtar,1515,3,3,90
Super built-up  Area,Ready To Move,Thigalarapalya,3,Prtanha,1830,4,2,150
Built-up  Area,Ready To Move,Kaggadasapura,3,Omncy R,1710,3,0,60
Built-up  Area,Ready To Move,BTM Layout,2,Varala ,935,2,1,51.5
Super built-up  Area,18-Apr,Jakkur,3,,2197,3,2,136
Plot  Area,Ready To Move,TC Palaya,4,,600,4,0,65
Super built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,1678,3,,92.13
Built-up  Area,Ready To Move,Brookefield,3,Roeekbl,1410,2,0,80
Super built-up  Area,Ready To Move,Jakkur,2,AvensGa,1125,2,2,65
Super built-up  Area,Ready To Move,Magadi Road,3,Vrenty ,1191,2,1,55.38
Super built-up  Area,Ready To Move,Thubarahalli,2,,1200,2,2,79
Super built-up  Area,Ready To Move,CV Raman Nagar,3,Keera R,1525,2,3,67
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,,1464,3,3,56
Super built-up  Area,18-Dec,Seegehalli,2,,920,2,1,27
Built-up  Area,Ready To Move,Yelahanka,1,,651,1,1,17.5
Super built-up  Area,Ready To Move,Chikkabanavar,2,Javasya,600,1,2,25
Super built-up  Area,18-Sep,Chandapura,1,SunceEs,645,1,1,16.45
Super built-up  Area,Ready To Move,Thanisandra,2,MenueNo,1185,2,2,44
Super built-up  Area,18-May,Electronics City Phase 1,2,Shitt S,1190,2,1,68
Plot  Area,Ready To Move,Harohalli,2,,2.09Acres,2,0,200
Super built-up  Area,18-Dec,Whitefield,4,Prtates,2830 - 2882,5,0,158.5
Super built-up  Area,Ready To Move,Whitefield,2,Veale R,1355,2,3,73
Plot  Area,Ready To Move,KR Puram,2,,1200,1,0,65
Plot  Area,Ready To Move,Kundalahalli,4,,7000,4,3,550
Plot  Area,Ready To Move,Ramamurthy Nagar,6,,1200,4,1,110
Super built-up  Area,Ready To Move,Yelahanka New Town,1,KHatsFl,500,2,1,24
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,3,Stkarrd,1250,3,3,50
Built-up  Area,Ready To Move,Uttarahalli,3,,1480,2,1,58
Built-up  Area,Ready To Move,Ambalipura,4,Toeadp ,3300,4,2,329
Super built-up  Area,18-May,KR Puram,3,TGasyhu,1482 - 1684,,,70.445
Super built-up  Area,Ready To Move,Green Woods Layout,2,Paarklu,1206,2,1,53
Super built-up  Area,18-Aug,Rajaji Nagar,2,ProdsWe,1357,2,1,130
Built-up  Area,Ready To Move,Hosakerehalli,2,,925,2,1,46.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,MBodsen,909,2,1,40.9
Plot  Area,Ready To Move,Seegehalli,3,Stndeil,3000,5,2,335
Built-up  Area,Ready To Move,Brookefield,2,Bhiya N,1100,2,1,55
Plot  Area,18-May,Malleshwaram,4,,3000,5,2,815
Super built-up  Area,Ready To Move,Vidyaranyapura,2,,1100,2,1,54
Super built-up  Area,Ready To Move,Subramanyapura,2,Mayne A,975,2,1,65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1306,2,2,44.17
Plot  Area,Ready To Move,Roopena Agrahara,4,,1200,4,1,95
Super built-up  Area,Ready To Move,Kalena Agrahara,1,MBpleca,610,1,1,39
Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1484,2,2,56.4
Super built-up  Area,17-May,Ramamurthy Nagar,2,Vedhias,1125,2,1,47
Super built-up  Area,18-Jul,Bhoganhalli,2,Rosha I,1447,2,1,75.97
Super built-up  Area,18-Dec,Whitefield,4,Prtates,2882,5,1,158
Plot  Area,Ready To Move,Vidyaranyapura,4,,750,4,0,88
Super built-up  Area,Ready To Move,Kundalahalli,3,,2075,3,1,115
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,2,Pantsce,1250,2,1,58
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,,1272,2,2,51.5
Plot  Area,Ready To Move,Banashankari Stage II,4,,1050,3,2,125
Super built-up  Area,18-Aug,Venkateshpuram,2,,625,2,1,24
Built-up  Area,Ready To Move,1st Phase JP Nagar,1,Opamaan,840,2,2,50
Super built-up  Area,Ready To Move,Hennur Road,4,Samittv,2502,4,2,180
Super built-up  Area,Ready To Move,Rayasandra,1,MJeusyl,583,1,1,26.9
Super built-up  Area,18-Dec,Gunjur Palya,2,,900,2,1,27
Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1115,2,2,50
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2,,1464,2,2,56
Built-up  Area,18-Mar,Kanakapura,3,,2200,3,1,121
Super built-up  Area,19-Dec,Whitefield,1,Oreldhi,750,1,1,51
Super built-up  Area,Ready To Move,Marathahalli,3,Afncyad,1600,3,3,58
Super built-up  Area,Ready To Move,Chikkalasandra,3,SLarei ,1365,2,2,49
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3,,1300,3,2,64
Built-up  Area,Ready To Move,Kurubarahalli,1,,1200,1,0,69
Super built-up  Area,Ready To Move,Hormavu,2,ARaveSa,1260,2,2,35
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,Sarlsm ,1190,2,2,33.92
Super built-up  Area,Ready To Move,Hosakerehalli,3,Taonte ,2480,4,1,260
Super built-up  Area,18-May,Vishwapriya Layout,3,,1250,3,2,38
Built-up  Area,Ready To Move,Kaggadasapura,3,,1500,3,0,75
Super built-up  Area,Ready To Move,Banashankari Stage V,3,Naiewre,1510,3,3,47.57
Super built-up  Area,19-Jan,7th Phase JP Nagar,2,,1187,2,1,59
Super built-up  Area,Ready To Move,Kundalahalli,2,Rasom B,1120,2,1,53.76
Super built-up  Area,20-Dec,Whitefield,2,Somns T,981 - 1249,2,0,34.555
Super built-up  Area,Ready To Move,Dodsworth Layout,3,Ciques ,1717,3,3,99
Built-up  Area,Ready To Move,Mullur,3,Arora A,2099,3,,95
Super built-up  Area,Ready To Move,Kasturi Nagar,2,,1100,2,2,58
Plot  Area,Ready To Move,Hegganahalli,1,,1200,1,0,48
Built-up  Area,Ready To Move,Bannerghatta Road,3,AMaveon,1465,2,1,45.87
Plot  Area,Ready To Move,Kothanur,1,,1500,1,0,75
Plot  Area,Ready To Move,Prashanth Nagar,5,,4050,4,1,600
Super built-up  Area,Ready To Move,Haralur Road,3,Ozensve,1255,2,1,90
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,,1220,2,3,88
Built-up  Area,18-Aug,Electronic City Phase II,2,Sryalan,1065,2,1,30.88
Built-up  Area,Ready To Move,Sultan Palaya,3,,1765,3,3,80
Super built-up  Area,Ready To Move,Bellandur,2,OriewLa,1281,2,2,87
Super built-up  Area,Ready To Move,Electronic City,2,Itelaa ,1210,2,2,25
Carpet  Area,Ready To Move,Kaggadasapura,2,AnaveEn,1215,2,3,43
Plot  Area,Ready To Move,Ananth Nagar,4,,1200,3,1,87
Super built-up  Area,Ready To Move,Mysore Road,2,SaodySa,1237,2,2,73
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,Oaeze B,1300,2,1,70
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1105,2,2,39.99
Super built-up  Area,Ready To Move,Chandapura,3,Riiew L,1505,2,2,42
Super built-up  Area,Ready To Move,Hebbal Kempapura,4,GonumPl,3900,5,,310
Built-up  Area,Ready To Move,Banashankari,2,Sksia A,1186,2,3,65
Plot  Area,Ready To Move,Byrathi Village,4,,900,3,1,51
Super built-up  Area,Ready To Move,Kengeri,2,VBvenal,750,2,1,35.5
Built-up  Area,Ready To Move,Varthur,2,SLncyaj,1083,2,2,28
Built-up  Area,Ready To Move,Nagaraja Garden,3,,1430,2,1,78.65
Super built-up  Area,Ready To Move,Thanisandra,2,Bhmesy ,1056,2,2,68
Super built-up  Area,Ready To Move,VGP Layout,3,AbnceEs,2108,3,3,85
Super built-up  Area,Ready To Move,Banashankari,3,Bregae ,1650,3,2,101
Built-up  Area,18-Jul,Electronic City Phase II,3,Sryalan,1220,3,1,36.6
Super built-up  Area,Ready To Move,Rayasandra,2,MJeusyl,1198,2,1,54
Super built-up  Area,Ready To Move,Ejipura,2,Prsichi,1190,2,1,70
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2,,900,2,1,41
Super built-up  Area,19-Dec,J.P.nagar 6th Phase.Sarakki Nagar,4,,2690,4,2,185
Built-up  Area,Ready To Move,Kanakapura,2,,1340,2,2,65
Plot  Area,18-Sep,Bommenahalli,4,Prood G,2940,3,2,2250
Plot  Area,Ready To Move,Giri Nagar,6,,2400,6,1,400
Plot  Area,Immediate Possession,Whitefield,,SRniaGa,2324,,,26.73
Super built-up  Area,19-Dec,Yelahanka,2,Goues A,1260,2,2,59.2
Super built-up  Area,21-Feb,Talaghattapura,3,Sodgere,2254,3,2,153
Super built-up  Area,Ready To Move,Old Madras Road,3,Brica E,2990,5,1,210
Built-up  Area,Ready To Move,1st Block BEL Layout,4,,1800,5,1,250
Built-up  Area,Ready To Move,JP Nagar,2,Adaveth,820,2,1,45
Super built-up  Area,Ready To Move,Electronic City,2,Naireru,1296,2,2,65
Super built-up  Area,Ready To Move,Uttarahalli,2,,1190,2,1,53.55
Super built-up  Area,19-Dec,Whitefield,2,Oreldhi,1173,2,1,77
Plot  Area,16-Dec,Sarjapura - Attibele Road,3,,1800,3,2,90
Built-up  Area,Ready To Move,Yelahanka,2,Rarthne,1102,2,0,52
Super built-up  Area,Ready To Move,Sarjapur,2,,913,2,1,36
Super built-up  Area,18-Apr,Hormavu,3,,1176,2,1,35.27
Built-up  Area,Ready To Move,Prithvi Layout,3,Srllaan,1620,3,,65
Super built-up  Area,Ready To Move,Billekahalli,3,PuhtsHe,2968,3,,225
Super built-up  Area,17-Dec,Yelahanka,2,Hotat H,1519,2,3,65
Super built-up  Area,Ready To Move,Hosur Road,2,Saageat,1345,2,2,106
Super built-up  Area,19-Dec,Dodsworth Layout,3,Prard B,1594,3,2,99
Super built-up  Area,Ready To Move,Kaverappa Layout,2,SLarkic,1250,2,1,68
Super built-up  Area,Ready To Move,Haralur Road,2,Zostaa ,1056,2,1,60
Plot  Area,18-Dec,Whitefield,3,,1200,3,1,68.4
Plot  Area,Ready To Move,Kothnur Narayanapura,2,,1290,1,0,77.5
Built-up  Area,Ready To Move,Amruthnagar,2,,1150,2,1,48
Super built-up  Area,Ready To Move,Ambedkar Colony,2,RMcesa ,1464,2,1,145
Plot  Area,Ready To Move,Anekal,4,,1200,2,1,36
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,Mauner ,861,2,0,36.5
Super built-up  Area,Ready To Move,Kundalahalli,2,Dieldli,1047,2,1,82.62
Plot  Area,Ready To Move,Lakshmipura,2,,1200,2,0,75
Plot  Area,Ready To Move,Kirloskar Layout,10,,1200,10,,190
Built-up  Area,Ready To Move,Hongasandra,2,,1065,2,1,45
Built-up  Area,Ready To Move,Rajaji Nagar,3,PhestOn,2300,3,3,369
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,JSonyar,1000,2,1,62
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,Soiewre,1682,3,1,113
Super built-up  Area,Ready To Move,Harlur,3,,1756,3,2,131
Plot  Area,Ready To Move,BEL Road,5,,4000,4,2,1000
Super built-up  Area,Ready To Move,Vignana Nagar,4,,1050,4,2,90
Super built-up  Area,Ready To Move,Vittasandra,2,,1238,2,1,67.32
Super built-up  Area,Ready To Move,Dasanapura,2,Tavenew,814,2,1,42
Built-up  Area,Ready To Move,Dodda Nekkundi,2,GSodsee,1145,2,1,46.5
Super built-up  Area,Ready To Move,Varthur,2,Maita R,965,2,1,34
Super built-up  Area,Ready To Move,Doddabele,2,,750,2,1,36
Built-up  Area,Ready To Move,Banashankari,3,V2anags,1300,2,2,55
Super built-up  Area,18-May,1st Phase JP Nagar,3,Inntsth,1590,3,3,131
Super built-up  Area,20-Aug,Begur Road,1,Pruthg ,644,1,1,40
Super built-up  Area,18-Mar,Whitefield,2,Pranthi,982,2,1,37
Super built-up  Area,Ready To Move,Indira Nagar,2,,1260,2,2,100
Super built-up  Area,Ready To Move,Rayasandra,3,MJeusyl,1555,3,2,75.17
Built-up  Area,Ready To Move,Race Course Road,4,,2500,4,1,450
Super built-up  Area,18-Aug,Kaggadasapura,2,,1225,2,2,48
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,PisomSu,1085,2,1,46
Super built-up  Area,Ready To Move,Rajaji Nagar,3,Brway G,1640,3,2,220
Built-up  Area,18-Aug,Thanisandra,3,Bhmesy ,1595,3,1,110
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.44
Super built-up  Area,18-Mar,Yelahanka,3,Miitat ,1859,3,1,108
Super built-up  Area,21-Sep,9th Phase JP Nagar,2,Vasisvi,1079,2,1,60
Built-up  Area,Ready To Move,Shivaji Nagar,2,,550,1,1,27
Super built-up  Area,Ready To Move,Whitefield,2,Satanan,1118,2,1,42
Super built-up  Area,Ready To Move,CV Raman Nagar,2,Roareta,1198,2,2,60
Super built-up  Area,18-Jun,Chandapura,3,SuVue S,1100 - 1225,,,30.215
Super built-up  Area,Ready To Move,Thigalarapalya,3,Prtanha,1830,4,2,135
Super built-up  Area,20-Oct,Banashankari Stage VI,2,Brens7 ,1160,2,1,59
Super built-up  Area,Ready To Move,Srirampuram,3,,1485,2,1,156
Super built-up  Area,Ready To Move,Ejipura,3,Emsic C,2070,3,3,135
Plot  Area,Ready To Move,Basaveshwara Nagar,6,,750,4,1,150
Built-up  Area,17-Mar,Kannamangala,2,VBownre,957,2,0,52.5
Plot  Area,Ready To Move,Basaveshwara Nagar,5,,2400,4,1,310
Super built-up  Area,18-Dec,Bannerghatta Road,2,Uncioe ,1268,2,1,69
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1450,2,2,87
Built-up  Area,Ready To Move,Manorayana Palya,3,Bhncy V,1600,2,2,75
Super built-up  Area,Ready To Move,Uttarahalli,3,Aklia R,1330,2,1,57
Super built-up  Area,Ready To Move,Jakkur,3,Paurt C,1355,2,2,65
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,,1272,2,2,51.5
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2,SSaveik,1100,2,1,38.49
Super built-up  Area,Ready To Move,Sarjapur  Road,3,,1220,3,2,58
Super built-up  Area,Ready To Move,Chikkalasandra,2,,1075,2,1,46.76
Super built-up  Area,Ready To Move,Lingarajapuram,2,,800,2,1,55
Super built-up  Area,Ready To Move,Vasanthapura,2,,995,2,1,34.82
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,2,Nentsan,900,1,1,44
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140,2,1,42
Super built-up  Area,Ready To Move,Ganga Nagar,3,,1480,2,2,125
Super built-up  Area,18-May,Padmanabhanagar,3,,1710,2,2,90.63
Super built-up  Area,21-Dec,Talaghattapura,3,Sodgere,2106,3,3,148
Plot  Area,Ready To Move,Yeshwanthpur,9,,2400,6,,270
Plot  Area,Ready To Move,Sadahalli,3,K ensad,3800,2,,130
Plot  Area,Ready To Move,Vajarahalli,3,,800,3,2,120
Super built-up  Area,Ready To Move,Marathahalli,2,RookaJh,1602,2,,104
Super built-up  Area,Ready To Move,Sarjapur  Road,3,DSndsod,1660,2,2,116
